filepath,target_class,fold
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight687_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight688_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight689_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight68_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight690_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight691_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight692_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight693_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight694_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight695_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight696_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight697_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight698_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight699_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight69_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight6_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight700_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight701_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight702_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight703_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight704_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight705_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight706_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight707_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight708_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight709_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight70_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight710_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight711_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight712_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight713_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight714_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight715_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight716_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight717_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight718_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight719_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight71_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight720_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight721_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight722_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight723_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight724_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight725_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight726_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight727_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight728_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight729_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight730_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight731_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight732_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight733_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight734_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight735_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight736_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight737_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight738_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight739_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight73_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight740_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight741_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight742_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight743_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight744_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight745_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight746_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight747_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight748_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight749_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight74_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight750_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight751_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight752_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight753_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight754_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight755_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight756_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight757_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight758_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight759_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight75_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight760_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight761_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight762_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight763_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight764_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight765_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight766_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight767_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight768_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight769_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight76_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight770_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight771_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight772_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight773_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight774_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight775_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight776_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight777_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight778_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight779_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight77_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight780_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight781_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight782_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight783_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight784_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight785_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight786_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight787_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight788_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight789_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight78_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight790_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight791_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight792_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight793_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight794_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight795_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight796_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight797_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight798_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight799_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight79_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight7_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight800_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight801_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight802_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight803_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight804_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight805_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight806_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight807_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight808_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight809_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight80_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight810_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight811_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight812_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight813_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight815_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight816_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight817_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight818_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight819_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight81_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight820_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight821_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight822_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight823_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight824_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight825_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight826_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight827_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight828_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight829_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight82_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight830_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight831_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight832_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight833_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight834_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight835_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight836_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight837_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight838_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight839_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight83_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight840_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight841_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight842_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight843_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight844_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight845_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight846_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight847_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight848_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight849_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight84_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight850_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight851_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight852_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight853_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight854_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight855_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight856_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight857_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight858_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight859_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight85_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight860_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight861_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight862_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight863_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight864_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight865_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight866_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight867_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight868_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight869_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight86_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight870_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight871_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight872_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight873_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight874_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight875_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight876_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight877_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight878_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight879_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight87_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight880_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight881_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight882_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight883_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight884_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight885_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight886_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight887_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight888_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight889_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight88_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight890_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight891_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight892_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight893_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight894_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight895_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight896_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight897_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight898_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight899_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight89_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight8_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight900_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight901_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight902_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight903_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight904_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight905_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight906_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight907_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight908_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight909_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight90_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight910_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight911_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight919_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight91_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight920_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight921_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight922_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight923_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight924_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight92_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight932_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight933_.jpg,leaf blight,3
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight934_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight935_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight936_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight937_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight938_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight939_.jpg,leaf blight,4
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight93_.jpg,leaf blight,1
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight940_.jpg,leaf blight,0
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight941_.jpg,leaf blight,2
C:\Users\krsan\Desktop\crop\dataset Tomato\leaf blight\leaf blight942_.jpg,leaf blight,3
