filepath,target_class,fold
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0147.jpg,ferrugen,3
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0148.jpg,ferrugen,4
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0149.jpg,ferrugen,3
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0151.jpg,ferrugen,3
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0153.jpg,ferrugen,3
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0155.jpg,ferrugen,4
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0157.jpg,ferrugen,4
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0158.jpg,ferrugen,2
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0159.jpg,ferrugen,2
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0162.jpg,ferrugen,1
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0164.jpg,ferrugen,3
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0165.jpg,ferrugen,1
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0169.jpg,ferrugen,4
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0170.jpg,ferrugen,4
C:\Users\krsan\Desktop\crop\dataset soybean\ferrugen\DSC_0172.jpg,ferrugen,1
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0114.jpg,Mossaic Virus,1
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0127.jpg,Mossaic Virus,1
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0128.jpg,Mossaic Virus,2
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0129.jpg,Mossaic Virus,0
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0130.jpg,Mossaic Virus,2
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0131.jpg,Mossaic Virus,3
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0132.jpg,Mossaic Virus,2
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0133.jpg,Mossaic Virus,4
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0134.jpg,Mossaic Virus,0
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0135.jpg,Mossaic Virus,4
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0136.jpg,Mossaic Virus,3
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0137.jpg,Mossaic Virus,1
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0138.jpg,Mossaic Virus,2
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0139.jpg,Mossaic Virus,3
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0140.jpg,Mossaic Virus,4
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0141.jpg,Mossaic Virus,1
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0142.jpg,Mossaic Virus,4
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0143.jpg,Mossaic Virus,0
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0144.jpg,Mossaic Virus,3
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0145.jpg,Mossaic Virus,2
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0146.jpg,Mossaic Virus,1
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0147.jpg,Mossaic Virus,3
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0114.jpg,Mossaic Virus,0
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0127.jpg,Mossaic Virus,1
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0128.jpg,Mossaic Virus,0
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0129.jpg,Mossaic Virus,0
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0130.jpg,Mossaic Virus,0
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0131.jpg,Mossaic Virus,2
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0132.jpg,Mossaic Virus,2
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0133.jpg,Mossaic Virus,4
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0134.jpg,Mossaic Virus,2
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0135.jpg,Mossaic Virus,1
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0136.jpg,Mossaic Virus,4
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0137.jpg,Mossaic Virus,0
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0138.jpg,Mossaic Virus,3
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0139.jpg,Mossaic Virus,1
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0140.jpg,Mossaic Virus,4
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0141.jpg,Mossaic Virus,0
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0142.jpg,Mossaic Virus,4
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0143.jpg,Mossaic Virus,1
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0144.jpg,Mossaic Virus,3
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0145.jpg,Mossaic Virus,4
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0146.jpg,Mossaic Virus,3
C:\Users\krsan\Desktop\crop\dataset soybean\Mossaic Virus\DSC_0147.jpg,Mossaic Virus,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_aug_DSC_0055.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0055.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0057.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0059.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0060.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0061.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0062.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0063.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0064.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0066.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0067.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0068.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0069.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0070.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0071.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0072.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0074.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0075.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0076.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0077.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0078.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0085.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0086.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0088.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0191.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0198.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0208.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0209.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0210.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0217.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0219.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0226.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0231.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_OidioCVGc.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_Oídio.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0055.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0057.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0059.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0060.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0061.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0062.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0063.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0064.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0066.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0067.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0068.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0069.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0070.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0071.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0072.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0074.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0075.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0076.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0077.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0078.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0085.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0086.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0088.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0191.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0198.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0208.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0209.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0210.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0217.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0219.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0226.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0231.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_OidioCVGc.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_Oídio.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0055.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0057.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0059.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0060.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0061.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0062.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0063.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0064.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0066.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0067.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0068.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0069.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0070.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0071.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0072.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0074.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0075.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0076.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0077.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0078.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0085.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0086.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0088.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0191.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0198.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0208.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0209.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0210.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0217.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0219.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0226.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_DSC_0231.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_OidioCVGc.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_Oídio.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0055.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0057.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0059.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0060.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0061.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0062.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0063.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0064.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0066.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0067.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0068.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0069.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0070.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0071.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0072.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0074.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0075.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0076.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0077.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0078.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0085.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0086.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0088.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0191.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0198.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0208.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0209.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0210.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0217.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0219.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0226.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\DSC_0231.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\OidioCVGc.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\Oídio.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_aug_DSC_0055.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0055.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0057.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0059.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0060.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0061.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0062.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0063.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0064.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0066.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0067.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0068.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0069.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0070.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0071.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0072.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0074.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0075.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0076.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0077.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0078.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0085.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0086.jpg,powdery_mildew,2
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0088.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0191.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0198.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0208.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0209.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0210.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0217.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0219.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0226.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_DSC_0231.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_OidioCVGc.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_aug_Oídio.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0055.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0057.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0059.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0060.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0061.jpg,powdery_mildew,3
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0062.jpg,powdery_mildew,1
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0063.jpg,powdery_mildew,4
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0064.jpg,powdery_mildew,0
C:\Users\krsan\Desktop\crop\dataset soybean\powdery_mildew\aug_aug_DSC_0066.jpg,powdery_mildew,1
