image_path,filename,target_class,width,height,channels,mode,fold
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200926.jpg,blurred_IMG_20230630_200926.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200926_1.jpg,blurred_IMG_20230630_200926_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200927.jpg,blurred_IMG_20230630_200927.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200928.jpg,blurred_IMG_20230630_200928.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200928_1.jpg,blurred_IMG_20230630_200928_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200929.jpg,blurred_IMG_20230630_200929.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200930.jpg,blurred_IMG_20230630_200930.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200930_1.jpg,blurred_IMG_20230630_200930_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200931.jpg,blurred_IMG_20230630_200931.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200932.jpg,blurred_IMG_20230630_200932.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200932_1.jpg,blurred_IMG_20230630_200932_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200933.jpg,blurred_IMG_20230630_200933.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200934.jpg,blurred_IMG_20230630_200934.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200934_1.jpg,blurred_IMG_20230630_200934_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200935.jpg,blurred_IMG_20230630_200935.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200936.jpg,blurred_IMG_20230630_200936.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200936_1.jpg,blurred_IMG_20230630_200936_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200937.jpg,blurred_IMG_20230630_200937.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200938.jpg,blurred_IMG_20230630_200938.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200938_1.jpg,blurred_IMG_20230630_200938_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200939.jpg,blurred_IMG_20230630_200939.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200940.jpg,blurred_IMG_20230630_200940.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200941.jpg,blurred_IMG_20230630_200941.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200941_1.jpg,blurred_IMG_20230630_200941_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_200942.jpg,blurred_IMG_20230630_200942.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201043.jpg,blurred_IMG_20230630_201043.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201043_1.jpg,blurred_IMG_20230630_201043_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201044.jpg,blurred_IMG_20230630_201044.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201045.jpg,blurred_IMG_20230630_201045.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201045_1.jpg,blurred_IMG_20230630_201045_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201046.jpg,blurred_IMG_20230630_201046.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201047.jpg,blurred_IMG_20230630_201047.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201047_1.jpg,blurred_IMG_20230630_201047_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201048.jpg,blurred_IMG_20230630_201048.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201049.jpg,blurred_IMG_20230630_201049.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201049_1.jpg,blurred_IMG_20230630_201049_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201050.jpg,blurred_IMG_20230630_201050.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201051.jpg,blurred_IMG_20230630_201051.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201051_1.jpg,blurred_IMG_20230630_201051_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201052.jpg,blurred_IMG_20230630_201052.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201053.jpg,blurred_IMG_20230630_201053.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201053_1.jpg,blurred_IMG_20230630_201053_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201054.jpg,blurred_IMG_20230630_201054.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201055.jpg,blurred_IMG_20230630_201055.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201055_1.jpg,blurred_IMG_20230630_201055_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201056.jpg,blurred_IMG_20230630_201056.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201057.jpg,blurred_IMG_20230630_201057.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201058.jpg,blurred_IMG_20230630_201058.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201058_1.jpg,blurred_IMG_20230630_201058_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201059.jpg,blurred_IMG_20230630_201059.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201100.jpg,blurred_IMG_20230630_201100.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201101.jpg,blurred_IMG_20230630_201101.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201102.jpg,blurred_IMG_20230630_201102.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201102_1.jpg,blurred_IMG_20230630_201102_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201103.jpg,blurred_IMG_20230630_201103.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201104.jpg,blurred_IMG_20230630_201104.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201105.jpg,blurred_IMG_20230630_201105.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201106.jpg,blurred_IMG_20230630_201106.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201106_1.jpg,blurred_IMG_20230630_201106_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201107.jpg,blurred_IMG_20230630_201107.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201108.jpg,blurred_IMG_20230630_201108.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201109.jpg,blurred_IMG_20230630_201109.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201110.jpg,blurred_IMG_20230630_201110.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201111.jpg,blurred_IMG_20230630_201111.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201111_1.jpg,blurred_IMG_20230630_201111_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201112.jpg,blurred_IMG_20230630_201112.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201113.jpg,blurred_IMG_20230630_201113.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201114.jpg,blurred_IMG_20230630_201114.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201114_1.jpg,blurred_IMG_20230630_201114_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201116.jpg,blurred_IMG_20230630_201116.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201116_1.jpg,blurred_IMG_20230630_201116_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201117.jpg,blurred_IMG_20230630_201117.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201118.jpg,blurred_IMG_20230630_201118.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201119.jpg,blurred_IMG_20230630_201119.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\blurred_IMG_20230630_201119_1.jpg,blurred_IMG_20230630_201119_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195534.jpg,brightened_IMG_20230630_195534.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195535.jpg,brightened_IMG_20230630_195535.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195535_1.jpg,brightened_IMG_20230630_195535_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195536.jpg,brightened_IMG_20230630_195536.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195536_1.jpg,brightened_IMG_20230630_195536_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195537.jpg,brightened_IMG_20230630_195537.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195538.jpg,brightened_IMG_20230630_195538.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195538_1.jpg,brightened_IMG_20230630_195538_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195539.jpg,brightened_IMG_20230630_195539.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195539_1.jpg,brightened_IMG_20230630_195539_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195540.jpg,brightened_IMG_20230630_195540.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195540_1.jpg,brightened_IMG_20230630_195540_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195541.jpg,brightened_IMG_20230630_195541.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195542.jpg,brightened_IMG_20230630_195542.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195542_1.jpg,brightened_IMG_20230630_195542_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195543.jpg,brightened_IMG_20230630_195543.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195543_1.jpg,brightened_IMG_20230630_195543_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195544.jpg,brightened_IMG_20230630_195544.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195545.jpg,brightened_IMG_20230630_195545.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,2
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195545_1.jpg,brightened_IMG_20230630_195545_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195546.jpg,brightened_IMG_20230630_195546.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195547.jpg,brightened_IMG_20230630_195547.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195547_1.jpg,brightened_IMG_20230630_195547_1.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,1
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195548.jpg,brightened_IMG_20230630_195548.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,4
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195549.jpg,brightened_IMG_20230630_195549.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,0
C:\Users\krsan\Desktop\crop\dataset orange\Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange\brightened_IMG_20230630_195550.jpg,brightened_IMG_20230630_195550.jpg,Citrus_Nutrient_Deficiency_Yellow_Leaf_Orange,256,256,3,RGB,3
